date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2024-02-01,2024,2,1,Oceania,Australia,Cough_Cold,Cough Syrup,13-25,46,12.78,1842,110,0
2021-12-22,2021,12,22,South America,Brazil,Chronic,Omeprazole,65+,400,47.34,417,373,1
2021-07-22,2021,7,22,South America,Colombia,Chronic,Omeprazole,65+,467,35.67,882,894,1
2025-04-01,2025,4,1,Africa,Nigeria,Diabetes,Metformin,46-65,441,15.54,208,984,0
2024-01-31,2024,1,31,South Asia,Bangladesh,Vitamin,Vitamin C,13-25,433,8.43,467,251,0
2023-01-17,2023,1,17,North America,Canada,Chronic,Omeprazole,65+,38,47.11,321,797,0
2025-10-28,2025,10,28,North America,Mexico,Respiratory,Salbutamol,26-45,339,20.59,1548,429,0
2021-10-15,2021,10,15,East Asia,South Korea,Antibiotic,Azithromycin,26-45,373,29.98,74,552,1
2024-03-27,2024,3,27,East Asia,Japan,Pain_Relief,Paracetamol,13-25,298,8.15,612,43,0
2021-09-01,2021,9,1,Europe,France,Cardiovascular,Amlodipine,65+,46,29.21,533,257,1
2022-06-21,2022,6,21,South America,Argentina,Cardiovascular,Atorvastatin,65+,58,22.03,804,696,1
2020-07-13,2020,7,13,Africa,Nigeria,Respiratory,Salbutamol,0-12,451,18.77,771,440,1
2023-12-10,2023,12,10,South America,Argentina,Pain_Relief,Paracetamol,46-65,149,6.81,1462,49,0
2023-10-31,2023,10,31,Middle East,Saudi Arabia,Pain_Relief,Paracetamol,0-12,469,7.42,535,968,0
2025-02-15,2025,2,15,Africa,Nigeria,Chronic,Omeprazole,13-25,429,37.26,1332,473,0
2024-06-02,2024,6,2,Africa,Nigeria,Diabetes,Metformin,46-65,111,16.9,1787,383,0
2024-09-29,2024,9,29,Oceania,New Zealand,Chronic,Omeprazole,46-65,428,39.95,871,688,0
2024-06-15,2024,6,15,Middle East,UAE,Diabetes,Metformin,46-65,354,14.73,1218,628,0
2022-12-07,2022,12,7,South America,Argentina,Chronic,Omeprazole,65+,228,45.48,768,275,1
2020-01-06,2020,1,6,South America,Argentina,Cough_Cold,Cough Syrup,65+,69,12.97,1706,124,1
2021-02-17,2021,2,17,North America,USA,Diabetes,Metformin,46-65,94,15.05,927,169,1
2023-10-11,2023,10,11,East Asia,Japan,Cough_Cold,Cough Syrup,65+,442,11.96,1410,876,0
2025-05-28,2025,5,28,South America,Colombia,Vitamin,Vitamin C,65+,460,8.53,9,109,0
2020-01-25,2020,1,25,Oceania,New Zealand,Diabetes,Metformin,65+,342,16.98,34,129,1
2021-01-16,2021,1,16,North America,Canada,Cough_Cold,Cough Syrup,13-25,364,13.14,11,186,1
2020-10-02,2020,10,2,Africa,South Africa,Cardiovascular,Amlodipine,65+,321,20.33,1249,362,1
2021-08-21,2021,8,21,North America,Canada,Cardiovascular,Atorvastatin,13-25,431,23.46,841,720,1
2021-01-30,2021,1,30,South America,Colombia,Vitamin,Vitamin C,26-45,98,9.76,1432,171,1
2021-12-15,2021,12,15,Oceania,New Zealand,Antibiotic,Amoxicillin,13-25,260,26.79,1671,959,1
2024-02-11,2024,2,11,Africa,Nigeria,Respiratory,Salbutamol,0-12,235,21.64,1187,76,0
2022-07-23,2022,7,23,South Asia,Bangladesh,Vitamin,Vitamin C,46-65,470,10.6,865,948,1
2023-04-13,2023,4,13,North America,USA,Cough_Cold,Cough Syrup,0-12,266,9.81,1429,688,0
2020-01-08,2020,1,8,Middle East,Saudi Arabia,Respiratory,Salbutamol,26-45,105,20.41,125,302,1
2020-08-15,2020,8,15,Middle East,Saudi Arabia,Diabetes,Metformin,65+,116,15.72,1375,117,1
2024-11-06,2024,11,6,North America,USA,Diabetes,Metformin,26-45,105,12.02,332,790,0
2023-06-26,2023,6,26,Middle East,UAE,Diabetes,Metformin,26-45,411,13.75,213,278,0
2024-06-16,2024,6,16,Africa,South Africa,Cough_Cold,Cough Syrup,26-45,480,13.55,20,971,0
2025-06-27,2025,6,27,South America,Colombia,Vitamin,Vitamin C,0-12,421,8.26,1390,528,0
2022-05-12,2022,5,12,North America,USA,Vitamin,Vitamin C,13-25,56,8.16,175,132,1
2024-02-05,2024,2,5,Africa,South Africa,Cough_Cold,Cough Syrup,13-25,429,12.14,96,312,0
2025-11-17,2025,11,17,North America,Canada,Antibiotic,Amoxicillin,13-25,55,34.63,1083,746,0
2020-03-20,2020,3,20,Europe,Italy,Cardiovascular,Atorvastatin,46-65,333,25.09,32,925,1
2025-02-13,2025,2,13,North America,USA,Diabetes,Metformin,46-65,185,16.67,1684,287,0
2020-04-22,2020,4,22,Oceania,New Zealand,Respiratory,Salbutamol,26-45,361,19.14,36,612,1
2021-07-02,2021,7,2,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,26-45,124,24.23,1405,246,1
2023-06-09,2023,6,9,Middle East,Saudi Arabia,Antibiotic,Azithromycin,26-45,354,25.56,29,602,0
2023-01-24,2023,1,24,Oceania,New Zealand,Respiratory,Salbutamol,46-65,469,23.16,540,653,0
2024-04-04,2024,4,4,Africa,Nigeria,Pain_Relief,Ibuprofen,13-25,484,6.44,1273,724,0
2024-06-16,2024,6,16,Oceania,Australia,Cough_Cold,Cough Syrup,13-25,209,12.3,689,241,0
2024-11-05,2024,11,5,Europe,UK,Cough_Cold,Cough Syrup,13-25,379,10.54,1490,542,0
2021-08-28,2021,8,28,South Asia,India,Vitamin,Vitamin C,26-45,51,11.7,504,698,1
2025-04-09,2025,4,9,Africa,South Africa,Diabetes,Metformin,46-65,315,17.56,19,519,0
2025-01-08,2025,1,8,South Asia,India,Diabetes,Metformin,46-65,62,12.27,913,556,0
2024-02-23,2024,2,23,South Asia,Bangladesh,Chronic,Omeprazole,46-65,244,44.33,1544,181,0
2025-12-19,2025,12,19,North America,Mexico,Chronic,Omeprazole,65+,131,45.74,1644,202,0
2025-12-26,2025,12,26,North America,Mexico,Pain_Relief,Ibuprofen,26-45,98,8.38,440,497,0
2021-11-30,2021,11,30,South Asia,India,Cardiovascular,Amlodipine,26-45,183,30.0,1646,347,1
2020-06-14,2020,6,14,South America,Brazil,Vitamin,Vitamin C,13-25,185,11.12,575,913,1
2022-09-28,2022,9,28,East Asia,Japan,Chronic,Omeprazole,0-12,98,39.96,1056,220,1
2020-06-20,2020,6,20,South America,Colombia,Cough_Cold,Cough Syrup,0-12,360,13.15,1090,530,1
2022-05-28,2022,5,28,South Asia,Bangladesh,Antibiotic,Amoxicillin,0-12,153,25.44,1250,490,1
2021-10-03,2021,10,3,East Asia,South Korea,Antibiotic,Azithromycin,46-65,300,33.4,280,287,1
2022-10-28,2022,10,28,Oceania,Australia,Vitamin,Vitamin C,46-65,315,11.19,454,758,1
2023-01-30,2023,1,30,Africa,Nigeria,Diabetes,Metformin,46-65,433,14.5,1210,808,0
2022-01-17,2022,1,17,Africa,Nigeria,Antibiotic,Amoxicillin,26-45,323,33.92,481,282,1
2024-07-02,2024,7,2,Middle East,UAE,Diabetes,Metformin,65+,117,14.45,1709,604,0
2020-10-19,2020,10,19,Oceania,Australia,Respiratory,Salbutamol,65+,365,16.72,56,200,1
2024-11-13,2024,11,13,Africa,South Africa,Diabetes,Metformin,65+,333,15.8,699,566,0
2022-06-08,2022,6,8,Middle East,UAE,Vitamin,Vitamin C,0-12,344,9.61,156,315,1
2020-10-05,2020,10,5,Middle East,UAE,Pain_Relief,Paracetamol,46-65,169,8.32,484,232,1
2021-06-27,2021,6,27,Europe,France,Respiratory,Salbutamol,46-65,492,20.66,871,720,1
2023-11-24,2023,11,24,South America,Brazil,Chronic,Omeprazole,13-25,323,45.96,1330,83,0
2020-08-15,2020,8,15,Europe,UK,Respiratory,Salbutamol,26-45,103,21.99,898,353,1
2021-09-15,2021,9,15,South America,Colombia,Cardiovascular,Atorvastatin,65+,216,26.31,1515,317,1
2020-02-28,2020,2,28,Africa,South Africa,Chronic,Omeprazole,65+,61,42.07,360,841,1
2022-06-18,2022,6,18,Europe,Germany,Cardiovascular,Atorvastatin,65+,180,23.24,849,141,1
2022-08-18,2022,8,18,North America,USA,Chronic,Omeprazole,46-65,56,34.39,1640,770,1
2021-03-06,2021,3,6,East Asia,Japan,Vitamin,Vitamin C,13-25,195,10.55,718,646,1
2022-03-31,2022,3,31,East Asia,South Korea,Antibiotic,Amoxicillin,46-65,177,27.02,159,676,1
2024-02-24,2024,2,24,East Asia,Japan,Diabetes,Metformin,26-45,487,17.6,518,870,0
2024-12-06,2024,12,6,South America,Colombia,Vitamin,Vitamin C,13-25,51,11.57,350,422,0
2023-10-27,2023,10,27,Middle East,Saudi Arabia,Pain_Relief,Ibuprofen,26-45,427,6.65,532,745,0
2020-11-08,2020,11,8,Europe,France,Chronic,Omeprazole,0-12,279,43.56,1030,507,1
2022-01-10,2022,1,10,East Asia,China,Diabetes,Metformin,26-45,229,14.32,353,900,1
2025-03-10,2025,3,10,Europe,UK,Diabetes,Metformin,65+,162,17.26,566,495,0
2025-11-07,2025,11,7,Europe,Germany,Respiratory,Salbutamol,26-45,341,23.62,1201,56,0
2024-03-26,2024,3,26,Africa,South Africa,Chronic,Omeprazole,26-45,190,43.45,72,68,0
2021-10-27,2021,10,27,South Asia,Bangladesh,Respiratory,Salbutamol,65+,260,20.08,1091,743,1
2022-07-21,2022,7,21,Oceania,New Zealand,Chronic,Omeprazole,65+,424,45.33,314,991,1
2020-05-01,2020,5,1,Africa,South Africa,Cough_Cold,Cough Syrup,0-12,245,11.41,83,416,1
2020-02-29,2020,2,29,East Asia,Japan,Chronic,Omeprazole,65+,465,42.59,504,771,1
2023-12-07,2023,12,7,South America,Colombia,Diabetes,Metformin,26-45,330,17.33,122,377,0
2024-09-02,2024,9,2,South America,Brazil,Pain_Relief,Paracetamol,26-45,130,7.69,43,547,0
2023-08-26,2023,8,26,Middle East,UAE,Antibiotic,Azithromycin,26-45,128,30.83,541,313,0
2024-12-24,2024,12,24,South America,Brazil,Cough_Cold,Cough Syrup,13-25,233,9.92,405,502,0
2022-11-26,2022,11,26,Oceania,New Zealand,Respiratory,Salbutamol,26-45,223,21.03,505,190,1
2021-04-28,2021,4,28,South Asia,Bangladesh,Antibiotic,Azithromycin,0-12,392,29.59,1012,892,1
2025-10-25,2025,10,25,South Asia,India,Cough_Cold,Cough Syrup,46-65,449,9.79,467,401,0
2021-07-21,2021,7,21,South Asia,Bangladesh,Antibiotic,Azithromycin,13-25,250,24.37,162,802,1
2022-02-14,2022,2,14,East Asia,Japan,Chronic,Omeprazole,46-65,366,44.14,1708,603,1
2025-06-19,2025,6,19,East Asia,Japan,Vitamin,Vitamin C,13-25,178,9.25,427,611,0
2023-06-09,2023,6,9,Africa,Nigeria,Respiratory,Salbutamol,13-25,397,16.25,1464,422,0
2020-04-21,2020,4,21,East Asia,Japan,Respiratory,Salbutamol,26-45,241,20.54,24,433,1
2024-05-03,2024,5,3,North America,Mexico,Vitamin,Vitamin C,13-25,155,9.97,245,406,0
2025-08-09,2025,8,9,South Asia,India,Respiratory,Salbutamol,0-12,419,16.65,1237,671,0
2020-09-06,2020,9,6,Middle East,UAE,Chronic,Omeprazole,26-45,71,34.9,1024,757,1
2024-06-21,2024,6,21,East Asia,China,Chronic,Omeprazole,65+,269,33.15,253,308,0
2020-09-05,2020,9,5,South Asia,India,Vitamin,Vitamin C,46-65,274,10.25,13,314,1
2020-09-04,2020,9,4,Oceania,New Zealand,Antibiotic,Amoxicillin,0-12,354,30.47,26,920,1
2023-06-09,2023,6,9,Oceania,New Zealand,Cardiovascular,Atorvastatin,65+,364,27.54,1139,153,0
2023-12-26,2023,12,26,Middle East,UAE,Chronic,Omeprazole,65+,43,41.61,1353,995,0
2025-07-12,2025,7,12,East Asia,South Korea,Diabetes,Metformin,26-45,181,17.97,213,331,0
2025-05-04,2025,5,4,Europe,Germany,Chronic,Omeprazole,0-12,167,47.21,22,814,0
2023-02-07,2023,2,7,East Asia,South Korea,Pain_Relief,Ibuprofen,26-45,209,6.48,395,776,0
2024-05-03,2024,5,3,South America,Colombia,Cardiovascular,Atorvastatin,46-65,488,26.74,17,611,0
2025-12-07,2025,12,7,North America,Canada,Cough_Cold,Cough Syrup,13-25,183,13.68,404,473,0
2022-09-30,2022,9,30,Europe,Germany,Diabetes,Metformin,65+,318,13.89,561,841,1
2025-03-23,2025,3,23,South Asia,Bangladesh,Cardiovascular,Atorvastatin,26-45,138,22.04,1827,578,0
2025-05-07,2025,5,7,Oceania,Australia,Antibiotic,Amoxicillin,26-45,34,32.09,387,704,0
2023-10-13,2023,10,13,Europe,France,Cough_Cold,Cough Syrup,13-25,352,12.78,1557,561,0
2020-05-15,2020,5,15,Europe,Italy,Chronic,Omeprazole,26-45,174,32.17,724,881,1
2022-02-26,2022,2,26,Europe,Italy,Vitamin,Vitamin C,65+,325,10.37,1480,881,1
2024-11-12,2024,11,12,Middle East,Saudi Arabia,Chronic,Omeprazole,26-45,82,39.52,1875,101,0
2022-03-01,2022,3,1,Oceania,Australia,Pain_Relief,Paracetamol,13-25,139,7.69,1190,942,1
2021-08-07,2021,8,7,South America,Colombia,Antibiotic,Azithromycin,26-45,432,24.37,359,701,1
2024-10-01,2024,10,1,East Asia,China,Vitamin,Vitamin C,13-25,287,8.69,268,599,0
2020-06-11,2020,6,11,Middle East,UAE,Pain_Relief,Paracetamol,0-12,272,9.12,269,98,1
2020-03-03,2020,3,3,South America,Colombia,Vitamin,Vitamin C,13-25,48,9.12,703,212,1
2025-01-14,2025,1,14,Europe,Germany,Cardiovascular,Amlodipine,65+,85,25.3,262,103,0
2020-01-10,2020,1,10,Oceania,New Zealand,Diabetes,Metformin,46-65,400,13.57,1621,845,1
2024-07-27,2024,7,27,Oceania,New Zealand,Antibiotic,Azithromycin,26-45,287,30.83,21,473,0
2024-05-09,2024,5,9,Middle East,UAE,Respiratory,Salbutamol,13-25,24,23.31,1512,1000,0
2022-09-20,2022,9,20,Middle East,UAE,Antibiotic,Amoxicillin,26-45,410,34.35,1035,225,1
2024-05-26,2024,5,26,Europe,Germany,Vitamin,Vitamin C,65+,401,9.37,758,865,0
2023-07-01,2023,7,1,South Asia,India,Vitamin,Vitamin C,13-25,108,10.57,167,508,0
2025-05-18,2025,5,18,East Asia,Japan,Chronic,Omeprazole,0-12,18,45.83,1037,840,0
2020-05-21,2020,5,21,Europe,Germany,Chronic,Omeprazole,65+,98,46.98,102,974,1
2023-10-26,2023,10,26,South Asia,Bangladesh,Antibiotic,Azithromycin,26-45,95,27.91,171,45,0
2020-12-28,2020,12,28,Middle East,UAE,Chronic,Omeprazole,65+,125,41.64,1235,290,1
2020-02-24,2020,2,24,South Asia,India,Vitamin,Vitamin C,65+,173,8.81,187,999,1
2023-08-03,2023,8,3,Europe,Italy,Antibiotic,Azithromycin,13-25,369,24.55,1343,753,0
2021-05-20,2021,5,20,South Asia,Bangladesh,Antibiotic,Amoxicillin,65+,356,24.57,711,698,1
2022-05-13,2022,5,13,Oceania,New Zealand,Antibiotic,Azithromycin,0-12,328,27.13,338,973,1
2022-09-27,2022,9,27,East Asia,Japan,Vitamin,Vitamin C,26-45,120,8.41,1348,205,1
2021-06-17,2021,6,17,South America,Argentina,Cardiovascular,Atorvastatin,65+,301,20.62,1101,376,1
2022-09-20,2022,9,20,North America,USA,Vitamin,Vitamin C,65+,289,8.86,654,162,1
2021-09-18,2021,9,18,Oceania,Australia,Antibiotic,Azithromycin,46-65,492,33.66,32,145,1
2023-09-18,2023,9,18,Oceania,New Zealand,Cardiovascular,Amlodipine,46-65,187,21.33,110,254,0
2023-10-05,2023,10,5,South Asia,Bangladesh,Vitamin,Vitamin C,26-45,457,8.66,119,408,0
2025-06-24,2025,6,24,South Asia,India,Cardiovascular,Atorvastatin,13-25,251,24.56,1049,704,0
2020-07-05,2020,7,5,South America,Colombia,Antibiotic,Amoxicillin,26-45,57,32.4,674,612,1
2022-01-20,2022,1,20,Middle East,UAE,Vitamin,Vitamin C,46-65,108,8.89,1103,388,1
2021-09-22,2021,9,22,Africa,Nigeria,Respiratory,Salbutamol,46-65,104,23.57,830,731,1
2024-07-31,2024,7,31,North America,Canada,Vitamin,Vitamin C,0-12,180,8.39,322,865,0
2024-02-20,2024,2,20,East Asia,South Korea,Cough_Cold,Cough Syrup,13-25,473,13.17,633,503,0
2024-04-16,2024,4,16,North America,Mexico,Cough_Cold,Cough Syrup,0-12,70,12.36,1613,624,0
2020-04-14,2020,4,14,Africa,South Africa,Respiratory,Salbutamol,26-45,313,16.04,61,930,1
2020-10-30,2020,10,30,Oceania,New Zealand,Vitamin,Vitamin C,0-12,268,10.53,132,639,1
2020-01-19,2020,1,19,Africa,South Africa,Chronic,Omeprazole,0-12,491,39.55,289,638,1
2022-12-09,2022,12,9,North America,USA,Diabetes,Metformin,46-65,272,13.98,918,620,1
2021-07-28,2021,7,28,Oceania,New Zealand,Cardiovascular,Atorvastatin,46-65,200,24.32,768,574,1
2024-10-12,2024,10,12,East Asia,Japan,Chronic,Omeprazole,26-45,433,34.2,1058,345,0
2025-07-28,2025,7,28,South America,Colombia,Antibiotic,Amoxicillin,26-45,216,33.35,167,966,0
2022-09-07,2022,9,7,Oceania,Australia,Respiratory,Salbutamol,46-65,444,20.38,179,818,1
2024-06-09,2024,6,9,Europe,France,Chronic,Omeprazole,65+,348,33.39,541,844,0
2023-06-02,2023,6,2,Oceania,New Zealand,Respiratory,Salbutamol,65+,287,17.27,509,159,0
2020-04-23,2020,4,23,South America,Brazil,Antibiotic,Azithromycin,13-25,435,27.9,15,250,1
2025-10-11,2025,10,11,East Asia,Japan,Cardiovascular,Amlodipine,46-65,434,23.04,723,466,0
2020-10-12,2020,10,12,East Asia,Japan,Cough_Cold,Cough Syrup,13-25,475,12.15,34,43,1
2020-07-23,2020,7,23,East Asia,Japan,Respiratory,Salbutamol,0-12,401,18.8,470,93,1
2025-05-28,2025,5,28,East Asia,South Korea,Cardiovascular,Amlodipine,65+,124,24.06,1127,41,0
2021-08-22,2021,8,22,East Asia,South Korea,Antibiotic,Amoxicillin,46-65,153,27.9,845,641,1
2023-01-25,2023,1,25,South America,Argentina,Pain_Relief,Ibuprofen,0-12,41,6.68,190,535,0
2022-02-25,2022,2,25,Middle East,UAE,Vitamin,Vitamin C,13-25,308,10.45,1113,378,1
2023-09-15,2023,9,15,Oceania,Australia,Antibiotic,Amoxicillin,0-12,258,34.52,1811,220,0
2021-10-26,2021,10,26,Oceania,Australia,Diabetes,Metformin,65+,381,13.25,343,561,1
2025-11-29,2025,11,29,Middle East,UAE,Pain_Relief,Paracetamol,0-12,303,6.53,1583,870,0
2024-07-24,2024,7,24,East Asia,South Korea,Respiratory,Salbutamol,65+,204,18.48,1444,708,0
2020-04-13,2020,4,13,South Asia,India,Pain_Relief,Paracetamol,26-45,490,7.35,854,483,1
2023-11-06,2023,11,6,South America,Brazil,Diabetes,Metformin,13-25,455,14.23,15,51,0
2024-11-17,2024,11,17,Africa,South Africa,Chronic,Omeprazole,0-12,492,35.4,428,895,0
2020-08-13,2020,8,13,Europe,UK,Chronic,Omeprazole,26-45,278,43.4,929,718,1
2022-08-05,2022,8,5,East Asia,Japan,Chronic,Omeprazole,65+,422,46.06,1114,297,1
2020-10-16,2020,10,16,Africa,Nigeria,Chronic,Omeprazole,65+,227,42.25,568,929,1
2024-10-06,2024,10,6,Middle East,Saudi Arabia,Chronic,Omeprazole,26-45,64,37.89,158,559,0
2024-06-20,2024,6,20,South Asia,India,Cardiovascular,Atorvastatin,65+,492,27.58,32,543,0
2023-06-13,2023,6,13,Oceania,New Zealand,Antibiotic,Azithromycin,13-25,437,33.37,5,350,0
2021-03-02,2021,3,2,South America,Argentina,Chronic,Omeprazole,13-25,419,33.88,354,560,1
2021-07-15,2021,7,15,Europe,UK,Respiratory,Salbutamol,0-12,262,19.41,692,573,1
2024-03-18,2024,3,18,Oceania,Australia,Chronic,Omeprazole,65+,457,34.84,273,854,0
2023-11-18,2023,11,18,Africa,South Africa,Chronic,Omeprazole,46-65,101,38.12,1480,230,0
2020-01-24,2020,1,24,Europe,UK,Antibiotic,Azithromycin,46-65,344,24.99,13,176,1
2020-12-08,2020,12,8,Africa,Nigeria,Respiratory,Salbutamol,13-25,339,23.4,740,91,1
2024-11-02,2024,11,2,Middle East,Saudi Arabia,Diabetes,Metformin,65+,340,13.37,1029,372,0
2020-12-06,2020,12,6,East Asia,Japan,Diabetes,Metformin,46-65,423,17.21,548,37,1
2021-05-30,2021,5,30,Europe,UK,Antibiotic,Azithromycin,26-45,168,28.76,1651,817,1
2021-11-01,2021,11,1,Middle East,Saudi Arabia,Vitamin,Vitamin C,13-25,98,8.24,780,140,1
2022-06-30,2022,6,30,Africa,Nigeria,Respiratory,Salbutamol,13-25,45,22.96,470,174,1
2022-11-04,2022,11,4,Africa,Nigeria,Chronic,Omeprazole,26-45,338,41.08,846,211,1
2024-06-15,2024,6,15,Europe,UK,Pain_Relief,Ibuprofen,26-45,398,7.35,1399,725,0
2025-08-09,2025,8,9,East Asia,China,Cough_Cold,Cough Syrup,26-45,489,13.2,1414,211,0
2025-01-22,2025,1,22,Middle East,UAE,Cardiovascular,Atorvastatin,46-65,65,23.61,1325,753,0
2025-02-19,2025,2,19,Oceania,New Zealand,Chronic,Omeprazole,46-65,193,35.85,81,373,0
2020-09-30,2020,9,30,North America,Canada,Vitamin,Vitamin C,0-12,423,11.06,220,193,1
2022-04-08,2022,4,8,North America,USA,Antibiotic,Azithromycin,65+,420,25.08,24,731,1
2023-02-18,2023,2,18,Oceania,Australia,Cardiovascular,Amlodipine,65+,347,27.22,268,111,0
2022-05-28,2022,5,28,East Asia,Japan,Vitamin,Vitamin C,0-12,322,9.57,735,354,1
2021-11-12,2021,11,12,Oceania,Australia,Cardiovascular,Amlodipine,13-25,161,23.07,1804,651,1
2025-12-20,2025,12,20,Europe,France,Respiratory,Salbutamol,26-45,459,20.4,1162,367,0
2020-12-19,2020,12,19,South Asia,India,Vitamin,Vitamin C,26-45,258,8.73,1313,394,1
2023-01-02,2023,1,2,Europe,France,Diabetes,Metformin,65+,321,12.95,867,259,0
2021-07-06,2021,7,6,South America,Argentina,Vitamin,Vitamin C,0-12,223,11.16,602,127,1
2022-10-18,2022,10,18,Middle East,UAE,Chronic,Omeprazole,46-65,96,37.48,1066,287,1
2020-06-03,2020,6,3,Africa,South Africa,Cardiovascular,Atorvastatin,46-65,370,24.06,852,553,1
2024-07-13,2024,7,13,North America,Mexico,Respiratory,Salbutamol,0-12,388,21.94,0,257,0
2021-01-05,2021,1,5,South America,Argentina,Chronic,Omeprazole,26-45,206,35.44,521,40,1
2023-07-02,2023,7,2,South Asia,Bangladesh,Diabetes,Metformin,13-25,351,15.52,1412,737,0
2022-11-22,2022,11,22,East Asia,China,Cardiovascular,Atorvastatin,46-65,328,28.6,1621,537,1
2022-05-23,2022,5,23,South America,Argentina,Respiratory,Salbutamol,0-12,125,21.14,1282,746,1
2024-02-06,2024,2,6,South America,Colombia,Respiratory,Salbutamol,13-25,239,22.14,474,493,0
2020-10-30,2020,10,30,South Asia,Bangladesh,Diabetes,Metformin,46-65,80,17.31,1740,935,1
2023-02-08,2023,2,8,North America,Mexico,Diabetes,Metformin,65+,476,12.19,708,209,0
2020-04-11,2020,4,11,South America,Argentina,Respiratory,Salbutamol,13-25,241,22.79,28,101,1
2025-05-16,2025,5,16,Middle East,UAE,Vitamin,Vitamin C,13-25,88,10.38,1815,173,0
2023-07-21,2023,7,21,Middle East,UAE,Cough_Cold,Cough Syrup,26-45,180,12.5,1573,596,0
2023-04-06,2023,4,6,Middle East,Saudi Arabia,Diabetes,Metformin,13-25,356,12.98,642,863,0
2023-12-28,2023,12,28,Middle East,Saudi Arabia,Vitamin,Vitamin C,13-25,285,8.37,995,228,0
2024-05-10,2024,5,10,Oceania,New Zealand,Antibiotic,Azithromycin,0-12,481,24.16,15,509,0
2022-03-31,2022,3,31,Middle East,Saudi Arabia,Cardiovascular,Amlodipine,0-12,247,23.21,1419,278,1
2021-08-08,2021,8,8,Africa,Nigeria,Chronic,Omeprazole,26-45,488,44.58,619,80,1
2023-04-23,2023,4,23,South Asia,India,Vitamin,Vitamin C,26-45,262,9.03,1055,943,0
2020-05-23,2020,5,23,South America,Colombia,Antibiotic,Amoxicillin,65+,114,31.62,667,867,1
2021-12-25,2021,12,25,South Asia,Bangladesh,Cardiovascular,Amlodipine,26-45,335,20.11,878,143,1
2024-08-18,2024,8,18,South America,Colombia,Diabetes,Metformin,46-65,286,17.88,122,44,0
2022-12-08,2022,12,8,East Asia,China,Chronic,Omeprazole,13-25,169,37.18,1789,609,1
2024-03-06,2024,3,6,South America,Argentina,Chronic,Omeprazole,46-65,182,37.97,95,637,0
2023-05-08,2023,5,8,South Asia,India,Cardiovascular,Amlodipine,26-45,420,28.05,1296,706,0
2022-12-29,2022,12,29,East Asia,China,Antibiotic,Amoxicillin,0-12,487,31.87,235,641,1
2023-01-17,2023,1,17,North America,Mexico,Diabetes,Metformin,0-12,258,17.42,1648,247,0
2024-08-16,2024,8,16,South Asia,India,Antibiotic,Azithromycin,26-45,226,29.87,1035,43,0
2024-04-23,2024,4,23,Europe,Italy,Chronic,Omeprazole,26-45,183,35.79,1605,981,0
2024-12-14,2024,12,14,South Asia,Bangladesh,Cardiovascular,Amlodipine,46-65,266,22.95,872,110,0
2022-02-21,2022,2,21,Europe,Germany,Antibiotic,Azithromycin,46-65,11,35.05,1145,486,1
2021-05-30,2021,5,30,South Asia,India,Vitamin,Vitamin C,13-25,184,9.55,548,401,1
2023-05-30,2023,5,30,South Asia,India,Chronic,Omeprazole,65+,43,40.14,1070,94,0
2023-05-23,2023,5,23,South Asia,Bangladesh,Pain_Relief,Ibuprofen,0-12,442,6.57,628,716,0
2020-04-07,2020,4,7,Middle East,Saudi Arabia,Diabetes,Metformin,13-25,394,16.65,27,634,1
2021-12-22,2021,12,22,East Asia,China,Respiratory,Salbutamol,46-65,251,19.25,671,619,1
2025-01-26,2025,1,26,Europe,Germany,Cough_Cold,Cough Syrup,46-65,108,12.8,310,269,0
2023-04-16,2023,4,16,Oceania,Australia,Chronic,Omeprazole,65+,288,32.37,1231,131,0
2025-12-09,2025,12,9,South America,Argentina,Cardiovascular,Atorvastatin,46-65,366,22.01,1303,976,0
2021-12-11,2021,12,11,Middle East,UAE,Respiratory,Salbutamol,26-45,351,21.96,634,966,1
2023-01-25,2023,1,25,North America,Canada,Diabetes,Metformin,65+,253,15.8,886,461,0
2023-07-30,2023,7,30,South America,Colombia,Cardiovascular,Amlodipine,26-45,257,22.76,30,978,0
2021-01-23,2021,1,23,Europe,Germany,Respiratory,Salbutamol,46-65,93,20.4,1585,524,1
2021-11-21,2021,11,21,Europe,UK,Respiratory,Salbutamol,46-65,298,22.74,11,113,1
